location,forecast_date,target,target_end_date,type,quantile,value
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.01,2216.907397163701
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.025,2267.4394927872495
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.05,2310.831922869612
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.1,2377.6402982874815
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.15,2416.6571884068712
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.2,2444.454352471095
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.25,2473.9505776814226
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.3,2493.9414640984633
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.35,2516.2004083459105
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.4,2544.367461979915
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.45,2563.3971204771474
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.5,2586.3352315849297
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.55,2610.1889013211617
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.6,2630.6823801397586
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.65,2653.5209828261136
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.7,2674.613192916221
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.75,2708.2630901933057
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.8,2737.0228510668485
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.85,2779.2817974270756
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.9,2820.3524779847753
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.95,2908.0761856298213
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.975,2959.7204191005912
06,2021-01-04,1 day ahead inc hosp,2021-01-05,quantile,0.99,3050.699997438125
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.01,2128.3289180924166
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.025,2172.6670708082975
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.05,2235.6158800736985
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.1,2298.0155112553484
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.15,2341.888987346176
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.2,2375.2088813136593
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.25,2401.8947305749757
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.3,2428.4871764589757
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.35,2455.7503073257885
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.4,2484.769836547336
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.45,2508.495337168797
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.5,2528.3118920245315
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.55,2553.583033599817
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.6,2580.0530276913287
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.65,2600.422027306709
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.7,2626.440771339614
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.75,2651.2274530143372
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.8,2687.3862983629324
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.85,2718.6578794796806
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.9,2771.0230554806203
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.95,2847.51352215608
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.975,2915.9257007098877
06,2021-01-04,2 day ahead inc hosp,2021-01-06,quantile,0.99,3030.831030535665
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.01,1986.167248868303
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.025,2048.3828856596742
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.05,2134.232175108427
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.1,2209.7565205977176
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.15,2254.28393917884
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.2,2291.5713701565933
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.25,2321.217162387049
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.3,2350.540130944399
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.35,2389.169831354163
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.4,2421.6035562427924
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.45,2449.696515110053
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.5,2475.2316029616627
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.55,2497.613854496093
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.6,2527.0016280178465
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.65,2558.2121544483825
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.7,2589.6290449449116
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.75,2622.6955732730153
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.8,2654.3525088738743
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.85,2693.683762499688
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.9,2764.690399025146
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.95,2847.4309832475014
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.975,2932.717473678392
06,2021-01-04,3 day ahead inc hosp,2021-01-07,quantile,0.99,3044.729198258816
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.01,1903.4097923298987
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.025,1979.7070426814475
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.05,2052.014446957577
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.1,2119.0719238549
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.15,2184.317574990617
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.2,2224.3279615696492
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.25,2261.593050097594
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.3,2292.1230818205495
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.35,2324.815216197397
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.4,2354.7855029082752
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.45,2382.894385718597
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.5,2417.0180514192593
06,2021-01-04,4 day ahead inc hosp,2021-01-08,quantile,0.55,2445.5541894366115
