location,forecast_date,target,target_end_date,type,quantile,value
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.01,37.2649165527346
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.025,39.80102816182279
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.05,41.37365838653035
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.1,43.536398259366266
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.15,45.77699523655676
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.2,47.57339913030011
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.25,49.18692978872129
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.3,50.423088716669405
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.35,51.61113902798555
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.4,52.8862341671778
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.45,54.260657837568445
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.5,55.48772515446872
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.55,57.132749591299444
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.6,58.441394554521715
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.65,59.865623648776115
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.7,61.45514360535581
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.75,62.792937445777916
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.8,64.7847274995802
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.85,67.4036732441001
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.9,70.15603284102569
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.95,74.84479807897064
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.975,79.69982831515819
25,2021-05-10,1 day ahead inc hosp,2021-05-11,quantile,0.99,84.8130690860944
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.01,30.417945528682804
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.025,34.18650735543334
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.05,36.734052684288876
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.1,40.17931837542331
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.15,42.630282072725514
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.2,44.55369130627474
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.25,46.09464279746106
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.3,47.58417631895254
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.35,48.83721540435961
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.4,50.14866577090604
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.45,51.83505436518761
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.5,52.79043053720043
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.55,54.13155305412454
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.6,55.64989872117727
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.65,57.28675559353569
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.7,58.84848370850739
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.75,60.68092950820193
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.8,62.59358669781453
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.85,65.0679681917473
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.9,67.98797469039422
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.95,73.23563114308187
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.975,78.91291458153484
25,2021-05-10,2 day ahead inc hosp,2021-05-12,quantile,0.99,82.49809155731414
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.01,29.440107422808893
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.025,32.23086389661786
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.05,34.741794116253295
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.1,37.72693912395604
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.15,39.82779176714638
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.2,41.728515882540506
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.25,43.28362244451688
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.3,44.75305729110961
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.35,46.61764682283728
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.4,47.95269946319313
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.45,49.506242454962205
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.5,50.80032176082122
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.55,51.980738943395565
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.6,53.50185458077006
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.65,54.626791595950095
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.7,56.42519304959357
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.75,58.461969189063936
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.8,60.3079849606067
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.85,62.66651586060204
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.9,66.40970282591007
25,2021-05-10,3 day ahead inc hosp,2021-05-13,quantile,0.95,70.80683487620955
