test_date,new_positive,issue_date
2022-07-25,0,2022-07-26
2022-07-24,1467,2022-07-26
2022-07-23,5003,2022-07-26
2022-07-22,11679,2022-07-26
2022-07-21,13057,2022-07-26
2022-07-20,16570,2022-07-26
2022-07-19,19264,2022-07-26
2022-07-18,22158,2022-07-26
2022-07-17,10121,2022-07-26
2022-07-16,12220,2022-07-26
2022-07-15,18145,2022-07-26
2022-07-14,19303,2022-07-26
2022-07-13,20792,2022-07-26
2022-07-12,22174,2022-07-26
2022-07-11,24145,2022-07-26
2022-07-10,11255,2022-07-26
2022-07-09,13092,2022-07-26
2022-07-08,19822,2022-07-26
2022-07-07,20889,2022-07-26
2022-07-06,22704,2022-07-26
2022-07-05,26787,2022-07-26
2022-07-04,9612,2022-07-26
2022-07-03,9579,2022-07-26
2022-07-02,11184,2022-07-26
2022-07-01,17633,2022-07-26
2022-06-30,18029,2022-07-26
2022-06-29,19599,2022-07-26
2022-06-28,20908,2022-07-26
2022-06-27,22447,2022-07-26
2022-06-26,10729,2022-07-26
2022-06-25,11554,2022-07-26
2022-06-24,16263,2022-07-26
2022-06-23,17105,2022-07-26
2022-06-22,17767,2022-07-26
2022-06-21,19403,2022-07-26
2022-06-20,18142,2022-07-26
2022-06-19,9263,2022-07-26
2022-06-18,10304,2022-07-26
2022-06-17,14851,2022-07-26
2022-06-16,15252,2022-07-26
2022-06-15,16308,2022-07-26
2022-06-14,16820,2022-07-26
2022-06-13,18467,2022-07-26
2022-06-12,8903,2022-07-26
2022-06-11,9845,2022-07-26
2022-06-10,15356,2022-07-26
2022-06-09,15774,2022-07-26
2022-06-08,17660,2022-07-26
2022-06-07,18817,2022-07-26
2022-06-06,21036,2022-07-26
2022-06-05,9659,2022-07-26
2022-06-04,10619,2022-07-26
2022-06-03,16388,2022-07-26
2022-06-02,18055,2022-07-26
2022-06-01,20714,2022-07-26
2022-05-31,23947,2022-07-26
2022-05-30,8629,2022-07-26
2022-05-29,7889,2022-07-26
2022-05-28,8891,2022-07-26
2022-05-27,14160,2022-07-26
2022-05-26,15515,2022-07-26
2022-05-25,17113,2022-07-26
2022-05-24,18156,2022-07-26
2022-05-23,19477,2022-07-26
2022-05-22,8690,2022-07-26
2022-05-21,8985,2022-07-26
2022-05-20,13954,2022-07-26
2022-05-19,14649,2022-07-26
