test_date,new_positive,issue_date
2022-05-23,0,2022-05-24
2022-05-22,901,2022-05-24
2022-05-21,3822,2022-05-24
2022-05-20,11173,2022-05-24
2022-05-19,12371,2022-05-24
2022-05-18,13902,2022-05-24
2022-05-17,14733,2022-05-24
2022-05-16,16193,2022-05-24
2022-05-15,6838,2022-05-24
2022-05-14,7218,2022-05-24
2022-05-13,10793,2022-05-24
2022-05-12,11078,2022-05-24
2022-05-11,11544,2022-05-24
2022-05-10,11603,2022-05-24
2022-05-09,12521,2022-05-24
2022-05-08,5856,2022-05-24
2022-05-07,6191,2022-05-24
2022-05-06,8751,2022-05-24
2022-05-05,9172,2022-05-24
2022-05-04,9674,2022-05-24
2022-05-03,9783,2022-05-24
2022-05-02,10150,2022-05-24
2022-05-01,5020,2022-05-24
2022-04-30,4759,2022-05-24
2022-04-29,6457,2022-05-24
2022-04-28,6944,2022-05-24
2022-04-27,7336,2022-05-24
2022-04-26,7454,2022-05-24
2022-04-25,7781,2022-05-24
2022-04-24,3556,2022-05-24
2022-04-23,3577,2022-05-24
2022-04-22,5123,2022-05-24
2022-04-21,5418,2022-05-24
2022-04-20,5584,2022-05-24
2022-04-19,5841,2022-05-24
2022-04-18,6251,2022-05-24
2022-04-17,2337,2022-05-24
2022-04-16,2676,2022-05-24
2022-04-15,3662,2022-05-24
2022-04-14,3690,2022-05-24
2022-04-13,3980,2022-05-24
2022-04-12,4092,2022-05-24
2022-04-11,4432,2022-05-24
2022-04-10,2195,2022-05-24
2022-04-09,2043,2022-05-24
2022-04-08,2957,2022-05-24
2022-04-07,3066,2022-05-24
2022-04-06,3430,2022-05-24
2022-04-05,3357,2022-05-24
2022-04-04,3839,2022-05-24
2022-04-03,1731,2022-05-24
2022-04-02,1712,2022-05-24
2022-04-01,2639,2022-05-24
2022-03-31,2438,2022-05-24
2022-03-30,2633,2022-05-24
2022-03-29,2725,2022-05-24
2022-03-28,2868,2022-05-24
2022-03-27,1542,2022-05-24
2022-03-26,1445,2022-05-24
2022-03-25,2001,2022-05-24
2022-03-24,2284,2022-05-24
2022-03-23,2244,2022-05-24
2022-03-22,3030,2022-05-24
2022-03-21,2716,2022-05-24
2022-03-20,1301,2022-05-24
2022-03-19,1236,2022-05-24
2022-03-18,1988,2022-05-24
2022-03-17,2304,2022-05-24
2022-03-16,2455,2022-05-24
2022-03-15,2628,2022-05-24
2022-03-14,2893,2022-05-24
2022-03-13,1271,2022-05-24
2022-03-12,1483,2022-05-24
2022-03-11,2293,2022-05-24
2022-03-10,2534,2022-05-24
2022-03-09,3000,2022-05-24
2022-03-08,3302,2022-05-24
2022-03-07,3869,2022-05-24
2022-03-06,1796,2022-05-24
2022-03-05,2052,2022-05-24
2022-03-04,3097,2022-05-24
2022-03-03,3565,2022-05-24
2022-03-02,3958,2022-05-24
2022-03-01,4661,2022-05-24
2022-02-28,5216,2022-05-24
2022-02-27,2371,2022-05-24
2022-02-26,2689,2022-05-24
2022-02-25,4778,2022-05-24
2022-02-24,5164,2022-05-24
2022-02-23,5613,2022-05-24
2022-02-22,7181,2022-05-24
2022-02-21,5333,2022-05-24
2022-02-20,3596,2022-05-24
2022-02-19,4186,2022-05-24
2022-02-18,7053,2022-05-24
2022-02-17,8091,2022-05-24
2022-02-16,9322,2022-05-24
2022-02-15,10795,2022-05-24
2022-02-14,12771,2022-05-24
2022-02-13,5519,2022-05-24
2022-02-12,7059,2022-05-24
2022-02-11,12794,2022-05-24
2022-02-10,14089,2022-05-24
2022-02-09,16100,2022-05-24
2022-02-08,17811,2022-05-24
2022-02-07,22317,2022-05-24
2022-02-06,9768,2022-05-24
2022-02-05,11637,2022-05-24
2022-02-04,21645,2022-05-24
2022-02-03,23796,2022-05-24
2022-02-02,27193,2022-05-24
2022-02-01,32571,2022-05-24
2022-01-31,38565,2022-05-24
2022-01-30,15476,2022-05-24
2022-01-29,20900,2022-05-24
2022-01-28,38764,2022-05-24
2022-01-27,44228,2022-05-24
2022-01-26,51841,2022-05-24
2022-01-25,60078,2022-05-24
2022-01-24,70476,2022-05-24
2022-01-23,28271,2022-05-24
2022-01-22,39810,2022-05-24
2022-01-21,77179,2022-05-24
2022-01-20,89709,2022-05-24
2022-01-19,100881,2022-05-24
2022-01-18,119373,2022-05-24
2022-01-17,81109,2022-05-24
2022-01-16,40169,2022-05-24
2022-01-15,58279,2022-05-24
2022-01-14,103733,2022-05-24
2022-01-13,113887,2022-05-24
2022-01-12,125958,2022-05-24
2022-01-11,134437,2022-05-24
2022-01-10,140678,2022-05-24
2022-01-09,55630,2022-05-24
2022-01-08,76532,2022-05-24
2022-01-07,134323,2022-05-24
2022-01-06,142602,2022-05-24
2022-01-05,154293,2022-05-24
2022-01-04,156058,2022-05-24
2022-01-03,139438,2022-05-24
2022-01-02,56453,2022-05-24
2022-01-01,32707,2022-05-24
2021-12-31,54552,2022-05-24
2021-12-30,85780,2022-05-24
2021-12-29,88339,2022-05-24
2021-12-28,88973,2022-05-24
2021-12-27,75633,2022-05-24
2021-12-26,36016,2022-05-24
2021-12-25,14897,2022-05-24
2021-12-24,22285,2022-05-24
2021-12-23,32479,2022-05-24
2021-12-22,31850,2022-05-24
2021-12-21,27285,2022-05-24
2021-12-20,23284,2022-05-24
2021-12-19,10864,2022-05-24
2021-12-18,9822,2022-05-24
2021-12-17,11207,2022-05-24
2021-12-16,10311,2022-05-24
2021-12-15,10207,2022-05-24
2021-12-14,8458,2022-05-24
2021-12-13,8999,2022-05-24
2021-12-12,4434,2022-05-24
2021-12-11,4269,2022-05-24
2021-12-10,5850,2022-05-24
2021-12-09,5863,2022-05-24
2021-12-08,6593,2022-05-24
2021-12-07,6635,2022-05-24
2021-12-06,7505,2022-05-24
2021-12-05,3920,2022-05-24
2021-12-04,4208,2022-05-24
2021-12-03,6221,2022-05-24
2021-12-02,6382,2022-05-24
2021-12-01,7587,2022-05-24
2021-11-30,7165,2022-05-24
2021-11-29,8360,2022-05-24
2021-11-28,4461,2022-05-24
2021-11-27,4275,2022-05-24
2021-11-26,4385,2022-05-24
2021-11-25,2321,2022-05-24
2021-11-24,4704,2022-05-24
2021-11-23,4859,2022-05-24
2021-11-22,5276,2022-05-24
2021-11-21,2973,2022-05-24
2021-11-20,3307,2022-05-24
2021-11-19,4625,2022-05-24
2021-11-18,4715,2022-05-24
2021-11-17,5178,2022-05-24
2021-11-16,5431,2022-05-24
2021-11-15,6439,2022-05-24
2021-11-14,3267,2022-05-24
2021-11-13,3468,2022-05-24
2021-11-12,5111,2022-05-24
2021-11-11,4338,2022-05-24
2021-11-10,5640,2022-05-24
2021-11-09,5908,2022-05-24
2021-11-08,6675,2022-05-24
2021-11-07,3483,2022-05-24
2021-11-06,3690,2022-05-24
2021-11-05,5547,2022-05-24
2021-11-04,6033,2022-05-24
2021-11-03,6438,2022-05-24
2021-11-02,6550,2022-05-24
2021-11-01,7436,2022-05-24
2021-10-31,3522,2022-05-24
2021-10-30,3956,2022-05-24
2021-10-29,5659,2022-05-24
2021-10-28,6093,2022-05-24
2021-10-27,6579,2022-05-24
2021-10-26,6810,2022-05-24
2021-10-25,7254,2022-05-24
2021-10-24,3592,2022-05-24
2021-10-23,4078,2022-05-24
2021-10-22,5993,2022-05-24
2021-10-21,5949,2022-05-24
2021-10-20,6265,2022-05-24
2021-10-19,6387,2022-05-24
2021-10-18,7083,2022-05-24
2021-10-17,3594,2022-05-24
2021-10-16,3655,2022-05-24
2021-10-15,5315,2022-05-24
2021-10-14,5304,2022-05-24
2021-10-13,5654,2022-05-24
2021-10-12,5813,2022-05-24
2021-10-11,5834,2022-05-24
2021-10-10,3312,2022-05-24
2021-10-09,3520,2022-05-24
2021-10-08,5180,2022-05-24
2021-10-07,5315,2022-05-24
2021-10-06,6021,2022-05-24
2021-10-05,6263,2022-05-24
2021-10-04,6796,2022-05-24
2021-10-03,3412,2022-05-24
2021-10-02,3699,2022-05-24
2021-10-01,5778,2022-05-24
2021-09-30,5803,2022-05-24
2021-09-29,6225,2022-05-24
2021-09-28,6777,2022-05-24
2021-09-27,7650,2022-05-24
2021-09-26,3768,2022-05-24
2021-09-25,4235,2022-05-24
2021-09-24,6178,2022-05-24
2021-09-23,6491,2022-05-24
2021-09-22,7398,2022-05-24
2021-09-21,7543,2022-05-24
2021-09-20,8853,2022-05-24
2021-09-19,4142,2022-05-24
2021-09-18,4917,2022-05-24
2021-09-17,7327,2022-05-24
2021-09-16,7870,2022-05-24
2021-09-15,8862,2022-05-24
2021-09-14,9474,2022-05-24
2021-09-13,10432,2022-05-24
2021-09-12,5361,2022-05-24
2021-09-11,6265,2022-05-24
2021-09-10,9309,2022-05-24
2021-09-09,10167,2022-05-24
2021-09-08,11300,2022-05-24
2021-09-07,12403,2022-05-24
2021-09-06,6652,2022-05-24
2021-09-05,5364,2022-05-24
2021-09-04,6788,2022-05-24
2021-09-03,9969,2022-05-24
2021-09-02,11000,2022-05-24
2021-09-01,12918,2022-05-24
2021-08-31,12269,2022-05-24
2021-08-30,13291,2022-05-24
2021-08-29,6586,2022-05-24
2021-08-28,7799,2022-05-24
2021-08-27,11245,2022-05-24
2021-08-26,12396,2022-05-24
2021-08-25,13564,2022-05-24
2021-08-24,14039,2022-05-24
2021-08-23,15311,2022-05-24
2021-08-22,7551,2022-05-24
2021-08-21,8876,2022-05-24
2021-08-20,13384,2022-05-24
2021-08-19,13895,2022-05-24
2021-08-18,15020,2022-05-24
2021-08-17,15495,2022-05-24
2021-08-16,16108,2022-05-24
2021-08-15,8180,2022-05-24
2021-08-14,9579,2022-05-24
2021-08-13,13732,2022-05-24
2021-08-12,14582,2022-05-24
