test_date,new_positive,issue_date
2022-06-23,0,2022-06-24
2022-06-22,1898,2022-06-24
2022-06-21,10374,2022-06-24
2022-06-20,14256,2022-06-24
2022-06-19,6927,2022-06-24
2022-06-18,8655,2022-06-24
2022-06-17,13633,2022-06-24
2022-06-16,14478,2022-06-24
2022-06-15,15566,2022-06-24
2022-06-14,16213,2022-06-24
2022-06-13,17847,2022-06-24
2022-06-12,8360,2022-06-24
2022-06-11,9443,2022-06-24
2022-06-10,15078,2022-06-24
2022-06-09,15537,2022-06-24
2022-06-08,17408,2022-06-24
2022-06-07,18516,2022-06-24
2022-06-06,20636,2022-06-24
2022-06-05,9437,2022-06-24
2022-06-04,10440,2022-06-24
2022-06-03,16144,2022-06-24
2022-06-02,17838,2022-06-24
2022-06-01,20433,2022-06-24
2022-05-31,23741,2022-06-24
2022-05-30,8558,2022-06-24
2022-05-29,7811,2022-06-24
2022-05-28,8810,2022-06-24
2022-05-27,14135,2022-06-24
2022-05-26,15450,2022-06-24
2022-05-25,17048,2022-06-24
2022-05-24,18063,2022-06-24
2022-05-23,19352,2022-06-24
2022-05-22,8653,2022-06-24
2022-05-21,8939,2022-06-24
2022-05-20,13877,2022-06-24
2022-05-19,14534,2022-06-24
2022-05-18,15671,2022-06-24
2022-05-17,16118,2022-06-24
2022-05-16,17245,2022-06-24
2022-05-15,7857,2022-06-24
2022-05-14,7987,2022-06-24
2022-05-13,11405,2022-06-24
2022-05-12,11480,2022-06-24
2022-05-11,11910,2022-06-24
2022-05-10,11972,2022-06-24
2022-05-09,12813,2022-06-24
2022-05-08,6081,2022-06-24
2022-05-07,6298,2022-06-24
2022-05-06,8905,2022-06-24
2022-05-05,9336,2022-06-24
2022-05-04,9784,2022-06-24
2022-05-03,9918,2022-06-24
2022-05-02,10358,2022-06-24
2022-05-01,5195,2022-06-24
2022-04-30,4798,2022-06-24
2022-04-29,6498,2022-06-24
2022-04-28,6989,2022-06-24
2022-04-27,7399,2022-06-24
2022-04-26,7497,2022-06-24
2022-04-25,7809,2022-06-24
2022-04-24,3601,2022-06-24
2022-04-23,3605,2022-06-24
2022-04-22,5100,2022-06-24
2022-04-21,5458,2022-06-24
2022-04-20,5622,2022-06-24
2022-04-19,5856,2022-06-24
2022-04-18,6262,2022-06-24
2022-04-17,2370,2022-06-24
2022-04-16,2676,2022-06-24
2022-04-15,3619,2022-06-24
2022-04-14,3717,2022-06-24
2022-04-13,3972,2022-06-24
2022-04-12,4073,2022-06-24
2022-04-11,4439,2022-06-24
2022-04-10,2218,2022-06-24
2022-04-09,2060,2022-06-24
2022-04-08,2957,2022-06-24
2022-04-07,3054,2022-06-24
2022-04-06,3395,2022-06-24
2022-04-05,3344,2022-06-24
2022-04-04,3796,2022-06-24
2022-04-03,1754,2022-06-24
2022-04-02,1721,2022-06-24
2022-04-01,2630,2022-06-24
2022-03-31,2444,2022-06-24
2022-03-30,2633,2022-06-24
2022-03-29,2707,2022-06-24
2022-03-28,2863,2022-06-24
2022-03-27,1555,2022-06-24
2022-03-26,1435,2022-06-24
2022-03-25,1992,2022-06-24
2022-03-24,2282,2022-06-24
2022-03-23,2250,2022-06-24
2022-03-22,3008,2022-06-24
2022-03-21,2689,2022-06-24
2022-03-20,1307,2022-06-24
2022-03-19,1242,2022-06-24
2022-03-18,2002,2022-06-24
2022-03-17,2296,2022-06-24
2022-03-16,2453,2022-06-24
2022-03-15,2621,2022-06-24
2022-03-14,2874,2022-06-24
2022-03-13,1275,2022-06-24
2022-03-12,1487,2022-06-24
2022-03-11,2277,2022-06-24
2022-03-10,2535,2022-06-24
2022-03-09,2986,2022-06-24
2022-03-08,3285,2022-06-24
2022-03-07,3840,2022-06-24
2022-03-06,1797,2022-06-24
2022-03-05,2100,2022-06-24
2022-03-04,3089,2022-06-24
2022-03-03,3545,2022-06-24
2022-03-02,3925,2022-06-24
2022-03-01,4639,2022-06-24
2022-02-28,5170,2022-06-24
2022-02-27,2382,2022-06-24
2022-02-26,2668,2022-06-24
2022-02-25,4746,2022-06-24
2022-02-24,5120,2022-06-24
2022-02-23,5549,2022-06-24
2022-02-22,7063,2022-06-24
2022-02-21,5288,2022-06-24
2022-02-20,3602,2022-06-24
2022-02-19,4187,2022-06-24
2022-02-18,7010,2022-06-24
2022-02-17,8051,2022-06-24
2022-02-16,9287,2022-06-24
2022-02-15,10695,2022-06-24
2022-02-14,12621,2022-06-24
2022-02-13,5514,2022-06-24
2022-02-12,7017,2022-06-24
2022-02-11,12667,2022-06-24
2022-02-10,14071,2022-06-24
2022-02-09,16185,2022-06-24
2022-02-08,17864,2022-06-24
2022-02-07,22320,2022-06-24
2022-02-06,9811,2022-06-24
2022-02-05,11683,2022-06-24
2022-02-04,21602,2022-06-24
2022-02-03,23751,2022-06-24
2022-02-02,27227,2022-06-24
2022-02-01,32584,2022-06-24
2022-01-31,38530,2022-06-24
2022-01-30,15500,2022-06-24
2022-01-29,20877,2022-06-24
2022-01-28,38720,2022-06-24
2022-01-27,44241,2022-06-24
2022-01-26,51834,2022-06-24
2022-01-25,60012,2022-06-24
2022-01-24,70393,2022-06-24
2022-01-23,28298,2022-06-24
2022-01-22,39795,2022-06-24
2022-01-21,77135,2022-06-24
2022-01-20,89702,2022-06-24
2022-01-19,100785,2022-06-24
2022-01-18,119354,2022-06-24
2022-01-17,81114,2022-06-24
2022-01-16,40191,2022-06-24
2022-01-15,58311,2022-06-24
2022-01-14,103709,2022-06-24
2022-01-13,113882,2022-06-24
2022-01-12,126003,2022-06-24
2022-01-11,134454,2022-06-24
2022-01-10,140815,2022-06-24
2022-01-09,55687,2022-06-24
2022-01-08,76592,2022-06-24
2022-01-07,134402,2022-06-24
2022-01-06,142639,2022-06-24
2022-01-05,154330,2022-06-24
2022-01-04,156052,2022-06-24
2022-01-03,139532,2022-06-24
2022-01-02,56558,2022-06-24
2022-01-01,32802,2022-06-24
2021-12-31,54599,2022-06-24
2021-12-30,85865,2022-06-24
2021-12-29,88348,2022-06-24
2021-12-28,89051,2022-06-24
2021-12-27,75770,2022-06-24
2021-12-26,36118,2022-06-24
2021-12-25,14966,2022-06-24
2021-12-24,22340,2022-06-24
2021-12-23,32563,2022-06-24
2021-12-22,31843,2022-06-24
2021-12-21,27260,2022-06-24
2021-12-20,23260,2022-06-24
2021-12-19,10855,2022-06-24
2021-12-18,9809,2022-06-24
2021-12-17,11190,2022-06-24
2021-12-16,10313,2022-06-24
2021-12-15,10224,2022-06-24
2021-12-14,8462,2022-06-24
2021-12-13,9003,2022-06-24
2021-12-12,4433,2022-06-24
2021-12-11,4267,2022-06-24
2021-12-10,5857,2022-06-24
2021-12-09,5878,2022-06-24
2021-12-08,6603,2022-06-24
2021-12-07,6638,2022-06-24
2021-12-06,7503,2022-06-24
2021-12-05,3928,2022-06-24
2021-12-04,4211,2022-06-24
2021-12-03,6225,2022-06-24
2021-12-02,6384,2022-06-24
2021-12-01,7590,2022-06-24
2021-11-30,7179,2022-06-24
2021-11-29,8369,2022-06-24
2021-11-28,4454,2022-06-24
2021-11-27,4262,2022-06-24
2021-11-26,4379,2022-06-24
2021-11-25,2324,2022-06-24
2021-11-24,4701,2022-06-24
2021-11-23,4854,2022-06-24
2021-11-22,5270,2022-06-24
2021-11-21,2967,2022-06-24
2021-11-20,3297,2022-06-24
2021-11-19,4625,2022-06-24
2021-11-18,4707,2022-06-24
2021-11-17,5179,2022-06-24
2021-11-16,5414,2022-06-24
2021-11-15,6429,2022-06-24
2021-11-14,3266,2022-06-24
2021-11-13,3459,2022-06-24
2021-11-12,5112,2022-06-24
2021-11-11,4327,2022-06-24
2021-11-10,5635,2022-06-24
2021-11-09,5886,2022-06-24
2021-11-08,6659,2022-06-24
2021-11-07,3470,2022-06-24
2021-11-06,3678,2022-06-24
2021-11-05,5533,2022-06-24
2021-11-04,6028,2022-06-24
2021-11-03,6428,2022-06-24
2021-11-02,6531,2022-06-24
2021-11-01,7419,2022-06-24
2021-10-31,3514,2022-06-24
2021-10-30,3952,2022-06-24
2021-10-29,5639,2022-06-24
2021-10-28,6074,2022-06-24
2021-10-27,6579,2022-06-24
2021-10-26,6790,2022-06-24
2021-10-25,7235,2022-06-24
2021-10-24,3575,2022-06-24
2021-10-23,4067,2022-06-24
2021-10-22,5975,2022-06-24
2021-10-21,5936,2022-06-24
2021-10-20,6252,2022-06-24
2021-10-19,6377,2022-06-24
2021-10-18,7069,2022-06-24
2021-10-17,3588,2022-06-24
2021-10-16,3650,2022-06-24
2021-10-15,5308,2022-06-24
2021-10-14,5300,2022-06-24
2021-10-13,5641,2022-06-24
2021-10-12,5802,2022-06-24
2021-10-11,5828,2022-06-24
2021-10-10,3303,2022-06-24
2021-10-09,3510,2022-06-24
2021-10-08,5159,2022-06-24
2021-10-07,5306,2022-06-24
2021-10-06,6014,2022-06-24
2021-10-05,6252,2022-06-24
2021-10-04,6785,2022-06-24
2021-10-03,3410,2022-06-24
2021-10-02,3691,2022-06-24
2021-10-01,5765,2022-06-24
2021-09-30,5787,2022-06-24
2021-09-29,6214,2022-06-24
2021-09-28,6769,2022-06-24
2021-09-27,7633,2022-06-24
2021-09-26,3764,2022-06-24
2021-09-25,4235,2022-06-24
2021-09-24,6172,2022-06-24
2021-09-23,6485,2022-06-24
2021-09-22,7385,2022-06-24
2021-09-21,7536,2022-06-24
2021-09-20,8845,2022-06-24
2021-09-19,4135,2022-06-24
2021-09-18,4904,2022-06-24
2021-09-17,7320,2022-06-24
2021-09-16,7868,2022-06-24
2021-09-15,8857,2022-06-24
2021-09-14,9471,2022-06-24
2021-09-13,10426,2022-06-24
2021-09-12,5362,2022-06-24
2021-09-11,6245,2022-06-24
2021-09-10,9297,2022-06-24
2021-09-09,10158,2022-06-24
2021-09-08,11294,2022-06-24
2021-09-07,12394,2022-06-24
2021-09-06,6655,2022-06-24
2021-09-05,5363,2022-06-24
2021-09-04,6789,2022-06-24
2021-09-03,9961,2022-06-24
2021-09-02,10995,2022-06-24
2021-09-01,12919,2022-06-24
2021-08-31,12271,2022-06-24
2021-08-30,13293,2022-06-24
2021-08-29,6585,2022-06-24
2021-08-28,7804,2022-06-24
2021-08-27,11240,2022-06-24
2021-08-26,12394,2022-06-24
2021-08-25,13561,2022-06-24
2021-08-24,14032,2022-06-24
2021-08-23,15313,2022-06-24
2021-08-22,7548,2022-06-24
2021-08-21,8877,2022-06-24
2021-08-20,13390,2022-06-24
2021-08-19,13897,2022-06-24
2021-08-18,15021,2022-06-24
2021-08-17,15498,2022-06-24
2021-08-16,16107,2022-06-24
2021-08-15,8181,2022-06-24
2021-08-14,9581,2022-06-24
2021-08-13,13739,2022-06-24
2021-08-12,14577,2022-06-24
2021-08-11,15495,2022-06-24
2021-08-10,16193,2022-06-24
2021-08-09,16290,2022-06-24
2021-08-08,8709,2022-06-24
2021-08-07,9690,2022-06-24
2021-08-06,12878,2022-06-24
2021-08-05,13911,2022-06-24
2021-08-04,14068,2022-06-24
2021-08-03,14322,2022-06-24
2021-08-02,14108,2022-06-24
2021-08-01,8517,2022-06-24
2021-07-31,8494,2022-06-24
2021-07-30,11082,2022-06-24
2021-07-29,11706,2022-06-24
2021-07-28,11800,2022-06-24
2021-07-27,11241,2022-06-24
2021-07-26,11732,2022-06-24
2021-07-25,6430,2022-06-24
2021-07-24,6759,2022-06-24
2021-07-23,8125,2022-06-24
2021-07-22,8323,2022-06-24
2021-07-21,8782,2022-06-24
2021-07-20,8351,2022-06-24
2021-07-19,8397,2022-06-24
2021-07-18,4796,2022-06-24
2021-07-17,4674,2022-06-24
2021-07-16,5965,2022-06-24
2021-07-15,5856,2022-06-24
2021-07-14,5562,2022-06-24
2021-07-13,5386,2022-06-24
2021-07-12,5365,2022-06-24
2021-07-11,3126,2022-06-24
2021-07-10,3130,2022-06-24
2021-07-09,3600,2022-06-24
2021-07-08,3568,2022-06-24
2021-07-07,3758,2022-06-24
2021-07-06,3603,2022-06-24
2021-07-05,2783,2022-06-24
2021-07-04,1555,2022-06-24
2021-07-03,1681,2022-06-24
2021-07-02,2012,2022-06-24
2021-07-01,2156,2022-06-24
2021-06-30,2017,2022-06-24
2021-06-29,1883,2022-06-24
2021-06-28,1925,2022-06-24
2021-06-27,1173,2022-06-24
2021-06-26,1074,2022-06-24
2021-06-25,1304,2022-06-24
2021-06-24,1394,2022-06-24
2021-06-23,1230,2022-06-24
2021-06-22,1308,2022-06-24
2021-06-21,1396,2022-06-24
2021-06-20,801,2022-06-24
2021-06-19,744,2022-06-24
2021-06-18,928,2022-06-24
2021-06-17,1027,2022-06-24
2021-06-16,1073,2022-06-24
2021-06-15,1041,2022-06-24
2021-06-14,1152,2022-06-24
2021-06-13,706,2022-06-24
2021-06-12,675,2022-06-24
2021-06-11,853,2022-06-24
2021-06-10,872,2022-06-24
2021-06-09,928,2022-06-24
2021-06-08,1049,2022-06-24
2021-06-07,1039,2022-06-24
2021-06-06,607,2022-06-24
2021-06-05,644,2022-06-24
2021-06-04,855,2022-06-24
2021-06-03,996,2022-06-24
2021-06-02,1042,2022-06-24
2021-06-01,1213,2022-06-24
2021-05-31,593,2022-06-24
2021-05-30,585,2022-06-24
2021-05-29,601,2022-06-24
2021-05-28,859,2022-06-24
2021-05-27,918,2022-06-24
2021-05-26,976,2022-06-24
2021-05-25,1045,2022-06-24
2021-05-24,1207,2022-06-24
2021-05-23,666,2022-06-24
2021-05-22,702,2022-06-24
2021-05-21,944,2022-06-24
2021-05-20,995,2022-06-24
2021-05-19,1191,2022-06-24
2021-05-18,1227,2022-06-24
2021-05-17,1333,2022-06-24
2021-05-16,813,2022-06-24
2021-05-15,897,2022-06-24
2021-05-14,1177,2022-06-24
2021-05-13,1194,2022-06-24
2021-05-12,1355,2022-06-24
2021-05-11,1468,2022-06-24
2021-05-10,1635,2022-06-24
2021-05-09,937,2022-06-24
2021-05-08,1049,2022-06-24
2021-05-07,1441,2022-06-24
2021-05-06,1528,2022-06-24
2021-05-05,1698,2022-06-24
2021-05-04,1597,2022-06-24
2021-05-03,1965,2022-06-24
2021-05-02,1101,2022-06-24
2021-05-01,1276,2022-06-24
2021-04-30,1646,2022-06-24
2021-04-29,1660,2022-06-24
2021-04-28,1821,2022-06-24
2021-04-27,1874,2022-06-24
2021-04-26,2104,2022-06-24
2021-04-25,1213,2022-06-24
2021-04-24,1365,2022-06-24
2021-04-23,1821,2022-06-24
2021-04-22,1838,2022-06-24
2021-04-21,1993,2022-06-24
2021-04-20,2128,2022-06-24
2021-04-19,2435,2022-06-24
2021-04-18,1425,2022-06-24
2021-04-17,1552,2022-06-24
2021-04-16,2046,2022-06-24
2021-04-15,2111,2022-06-24
2021-04-14,2389,2022-06-24
2021-04-13,2417,2022-06-24
2021-04-12,2713,2022-06-24
2021-04-11,1566,2022-06-24
2021-04-10,1818,2022-06-24
2021-04-09,2271,2022-06-24
2021-04-08,2272,2022-06-24
2021-04-07,2619,2022-06-24
2021-04-06,2548,2022-06-24
2021-04-05,2875,2022-06-24
2021-04-04,1549,2022-06-24
2021-04-03,1704,2022-06-24
2021-04-02,2235,2022-06-24
2021-04-01,2338,2022-06-24
2021-03-31,2382,2022-06-24
2021-03-30,2432,2022-06-24
2021-03-29,2710,2022-06-24
2021-03-28,1604,2022-06-24
2021-03-27,1670,2022-06-24
2021-03-26,2265,2022-06-24
2021-03-25,2285,2022-06-24
2021-03-24,2675,2022-06-24
2021-03-23,2507,2022-06-24
2021-03-22,2707,2022-06-24
2021-03-21,1604,2022-06-24
2021-03-20,1711,2022-06-24
2021-03-19,2174,2022-06-24
2021-03-18,2218,2022-06-24
2021-03-17,2638,2022-06-24
2021-03-16,2511,2022-06-24
2021-03-15,2872,2022-06-24
2021-03-14,1603,2022-06-24
2021-03-13,1900,2022-06-24
2021-03-12,2501,2022-06-24
2021-03-11,2594,2022-06-24
2021-03-10,2758,2022-06-24
2021-03-09,2830,2022-06-24
2021-03-08,3332,2022-06-24
2021-03-07,1947,2022-06-24
2021-03-06,2199,2022-06-24
2021-03-05,2939,2022-06-24
2021-03-04,2937,2022-06-24
2021-03-03,3197,2022-06-24
2021-03-02,3263,2022-06-24
2021-03-01,3751,2022-06-24
