test_date,new_positive,issue_date
2022-07-21,0,2022-07-22
2022-07-20,1883,2022-07-22
2022-07-19,10109,2022-07-22
2022-07-18,17986,2022-07-22
2022-07-17,8375,2022-07-22
2022-07-16,10952,2022-07-22
2022-07-15,17035,2022-07-22
2022-07-14,18567,2022-07-22
2022-07-13,20129,2022-07-22
2022-07-12,21855,2022-07-22
2022-07-11,23948,2022-07-22
2022-07-10,10942,2022-07-22
2022-07-09,12993,2022-07-22
2022-07-08,19744,2022-07-22
2022-07-07,20803,2022-07-22
2022-07-06,22506,2022-07-22
2022-07-05,26584,2022-07-22
2022-07-04,9429,2022-07-22
2022-07-03,9461,2022-07-22
2022-07-02,11124,2022-07-22
2022-07-01,17561,2022-07-22
2022-06-30,17988,2022-07-22
2022-06-29,19586,2022-07-22
2022-06-28,20874,2022-07-22
2022-06-27,22412,2022-07-22
2022-06-26,10710,2022-07-22
2022-06-25,11533,2022-07-22
2022-06-24,16252,2022-07-22
2022-06-23,17092,2022-07-22
2022-06-22,17768,2022-07-22
2022-06-21,19397,2022-07-22
2022-06-20,18122,2022-07-22
2022-06-19,9257,2022-07-22
2022-06-18,10295,2022-07-22
2022-06-17,14845,2022-07-22
2022-06-16,15242,2022-07-22
2022-06-15,16300,2022-07-22
2022-06-14,16816,2022-07-22
2022-06-13,18464,2022-07-22
2022-06-12,8901,2022-07-22
2022-06-11,9841,2022-07-22
2022-06-10,15349,2022-07-22
2022-06-09,15766,2022-07-22
2022-06-08,17649,2022-07-22
2022-06-07,18804,2022-07-22
2022-06-06,21034,2022-07-22
2022-06-05,9655,2022-07-22
2022-06-04,10621,2022-07-22
2022-06-03,16384,2022-07-22
2022-06-02,18051,2022-07-22
2022-06-01,20711,2022-07-22
2022-05-31,23947,2022-07-22
2022-05-30,8627,2022-07-22
2022-05-29,7889,2022-07-22
2022-05-28,8888,2022-07-22
2022-05-27,14162,2022-07-22
2022-05-26,15516,2022-07-22
2022-05-25,17117,2022-07-22
2022-05-24,18159,2022-07-22
2022-05-23,19481,2022-07-22
2022-05-22,8689,2022-07-22
2022-05-21,8986,2022-07-22
2022-05-20,13959,2022-07-22
2022-05-19,14648,2022-07-22
2022-05-18,15777,2022-07-22
2022-05-17,16214,2022-07-22
2022-05-16,17373,2022-07-22
2022-05-15,7913,2022-07-22
2022-05-14,8026,2022-07-22
2022-05-13,11459,2022-07-22
2022-05-12,11542,2022-07-22
2022-05-11,11932,2022-07-22
2022-05-10,11992,2022-07-22
2022-05-09,12852,2022-07-22
2022-05-08,6087,2022-07-22
2022-05-07,6308,2022-07-22
2022-05-06,8921,2022-07-22
2022-05-05,9354,2022-07-22
2022-05-04,9802,2022-07-22
2022-05-03,9935,2022-07-22
2022-05-02,10388,2022-07-22
2022-05-01,5206,2022-07-22
2022-04-30,4801,2022-07-22
2022-04-29,6516,2022-07-22
2022-04-28,7003,2022-07-22
2022-04-27,7418,2022-07-22
2022-04-26,7525,2022-07-22
2022-04-25,7836,2022-07-22
2022-04-24,3613,2022-07-22
2022-04-23,3626,2022-07-22
2022-04-22,5122,2022-07-22
2022-04-21,5496,2022-07-22
2022-04-20,5643,2022-07-22
2022-04-19,5874,2022-07-22
2022-04-18,6290,2022-07-22
2022-04-17,2373,2022-07-22
2022-04-16,2687,2022-07-22
2022-04-15,3636,2022-07-22
2022-04-14,3737,2022-07-22
2022-04-13,4002,2022-07-22
2022-04-12,4112,2022-07-22
2022-04-11,4467,2022-07-22
2022-04-10,2219,2022-07-22
2022-04-09,2063,2022-07-22
2022-04-08,2969,2022-07-22
2022-04-07,3067,2022-07-22
2022-04-06,3408,2022-07-22
2022-04-05,3354,2022-07-22
2022-04-04,3802,2022-07-22
