test_date,new_positive,issue_date
2022-07-18,0,2022-07-19
2022-07-17,1277,2022-07-19
2022-07-16,5886,2022-07-19
2022-07-15,14381,2022-07-19
2022-07-14,16225,2022-07-19
2022-07-13,18438,2022-07-19
2022-07-12,20737,2022-07-19
2022-07-11,23311,2022-07-19
2022-07-10,10711,2022-07-19
2022-07-09,12899,2022-07-19
2022-07-08,19696,2022-07-19
2022-07-07,20784,2022-07-19
2022-07-06,22377,2022-07-19
2022-07-05,26428,2022-07-19
2022-07-04,9191,2022-07-19
2022-07-03,9337,2022-07-19
2022-07-02,11044,2022-07-19
2022-07-01,17487,2022-07-19
2022-06-30,17959,2022-07-19
2022-06-29,19555,2022-07-19
2022-06-28,20832,2022-07-19
2022-06-27,22381,2022-07-19
2022-06-26,10682,2022-07-19
2022-06-25,11512,2022-07-19
2022-06-24,16241,2022-07-19
2022-06-23,17075,2022-07-19
2022-06-22,17750,2022-07-19
2022-06-21,19385,2022-07-19
2022-06-20,18122,2022-07-19
2022-06-19,9251,2022-07-19
2022-06-18,10301,2022-07-19
2022-06-17,14836,2022-07-19
2022-06-16,15221,2022-07-19
2022-06-15,16291,2022-07-19
2022-06-14,16814,2022-07-19
2022-06-13,18463,2022-07-19
2022-06-12,8898,2022-07-19
2022-06-11,9842,2022-07-19
2022-06-10,15347,2022-07-19
2022-06-09,15763,2022-07-19
2022-06-08,17642,2022-07-19
2022-06-07,18807,2022-07-19
2022-06-06,21027,2022-07-19
2022-06-05,9652,2022-07-19
2022-06-04,10619,2022-07-19
2022-06-03,16382,2022-07-19
2022-06-02,18037,2022-07-19
2022-06-01,20702,2022-07-19
2022-05-31,23937,2022-07-19
2022-05-30,8624,2022-07-19
2022-05-29,7892,2022-07-19
2022-05-28,8886,2022-07-19
2022-05-27,14163,2022-07-19
2022-05-26,15516,2022-07-19
2022-05-25,17119,2022-07-19
2022-05-24,18158,2022-07-19
2022-05-23,19478,2022-07-19
2022-05-22,8691,2022-07-19
2022-05-21,8983,2022-07-19
2022-05-20,13962,2022-07-19
2022-05-19,14649,2022-07-19
2022-05-18,15782,2022-07-19
2022-05-17,16209,2022-07-19
2022-05-16,17366,2022-07-19
2022-05-15,7911,2022-07-19
2022-05-14,8021,2022-07-19
2022-05-13,11458,2022-07-19
2022-05-12,11533,2022-07-19
2022-05-11,11928,2022-07-19
2022-05-10,11988,2022-07-19
2022-05-09,12852,2022-07-19
2022-05-08,6087,2022-07-19
2022-05-07,6307,2022-07-19
2022-05-06,8921,2022-07-19
2022-05-05,9349,2022-07-19
2022-05-04,9803,2022-07-19
2022-05-03,9934,2022-07-19
2022-05-02,10388,2022-07-19
2022-05-01,5207,2022-07-19
2022-04-30,4802,2022-07-19
2022-04-29,6517,2022-07-19
2022-04-28,7002,2022-07-19
2022-04-27,7415,2022-07-19
2022-04-26,7524,2022-07-19
2022-04-25,7836,2022-07-19
2022-04-24,3612,2022-07-19
2022-04-23,3625,2022-07-19
2022-04-22,5122,2022-07-19
2022-04-21,5498,2022-07-19
2022-04-20,5641,2022-07-19
2022-04-19,5874,2022-07-19
2022-04-18,6291,2022-07-19
2022-04-17,2373,2022-07-19
2022-04-16,2686,2022-07-19
2022-04-15,3636,2022-07-19
2022-04-14,3737,2022-07-19
2022-04-13,4003,2022-07-19
2022-04-12,4104,2022-07-19
2022-04-11,4468,2022-07-19
2022-04-10,2220,2022-07-19
2022-04-09,2063,2022-07-19
2022-04-08,2969,2022-07-19
2022-04-07,3068,2022-07-19
2022-04-06,3408,2022-07-19
2022-04-05,3354,2022-07-19
2022-04-04,3803,2022-07-19
2022-04-03,1764,2022-07-19
2022-04-02,1727,2022-07-19
2022-04-01,2634,2022-07-19
2022-03-31,2449,2022-07-19
2022-03-30,2644,2022-07-19
2022-03-29,2715,2022-07-19
2022-03-28,2880,2022-07-19
2022-03-27,1561,2022-07-19
2022-03-26,1437,2022-07-19
2022-03-25,1992,2022-07-19
2022-03-24,2289,2022-07-19
2022-03-23,2250,2022-07-19
2022-03-22,3007,2022-07-19
2022-03-21,2692,2022-07-19
2022-03-20,1304,2022-07-19
2022-03-19,1243,2022-07-19
2022-03-18,2002,2022-07-19
2022-03-17,2293,2022-07-19
2022-03-16,2458,2022-07-19
2022-03-15,2622,2022-07-19
2022-03-14,2873,2022-07-19
2022-03-13,1274,2022-07-19
2022-03-12,1486,2022-07-19
2022-03-11,2277,2022-07-19
2022-03-10,2534,2022-07-19
2022-03-09,2987,2022-07-19
2022-03-08,3284,2022-07-19
2022-03-07,3840,2022-07-19
2022-03-06,1798,2022-07-19
2022-03-05,2102,2022-07-19
2022-03-04,3093,2022-07-19
2022-03-03,3546,2022-07-19
2022-03-02,3925,2022-07-19
2022-03-01,4641,2022-07-19
2022-02-28,5172,2022-07-19
2022-02-27,2381,2022-07-19
2022-02-26,2672,2022-07-19
2022-02-25,4744,2022-07-19
2022-02-24,5119,2022-07-19
2022-02-23,5551,2022-07-19
2022-02-22,7068,2022-07-19
2022-02-21,5290,2022-07-19
2022-02-20,3605,2022-07-19
2022-02-19,4191,2022-07-19
2022-02-18,7010,2022-07-19
2022-02-17,8057,2022-07-19
2022-02-16,9288,2022-07-19
2022-02-15,10690,2022-07-19
2022-02-14,12631,2022-07-19
2022-02-13,5515,2022-07-19
2022-02-12,7022,2022-07-19
2022-02-11,12665,2022-07-19
2022-02-10,14077,2022-07-19
2022-02-09,16186,2022-07-19
2022-02-08,17872,2022-07-19
2022-02-07,22323,2022-07-19
2022-02-06,9814,2022-07-19
2022-02-05,11685,2022-07-19
2022-02-04,21606,2022-07-19
2022-02-03,23755,2022-07-19
2022-02-02,27226,2022-07-19
2022-02-01,32597,2022-07-19
2022-01-31,38532,2022-07-19
2022-01-30,15505,2022-07-19
2022-01-29,20872,2022-07-19
2022-01-28,38727,2022-07-19
2022-01-27,44258,2022-07-19
2022-01-26,51830,2022-07-19
2022-01-25,60014,2022-07-19
2022-01-24,70387,2022-07-19
2022-01-23,28303,2022-07-19
2022-01-22,39806,2022-07-19
2022-01-21,77117,2022-07-19
2022-01-20,89692,2022-07-19
2022-01-19,100825,2022-07-19
2022-01-18,119354,2022-07-19
2022-01-17,81113,2022-07-19
2022-01-16,40204,2022-07-19
2022-01-15,58325,2022-07-19
2022-01-14,103732,2022-07-19
2022-01-13,113900,2022-07-19
2022-01-12,126065,2022-07-19
2022-01-11,134503,2022-07-19
2022-01-10,140837,2022-07-19
2022-01-09,55718,2022-07-19
2022-01-08,76613,2022-07-19
2022-01-07,134433,2022-07-19
2022-01-06,142702,2022-07-19
2022-01-05,154355,2022-07-19
2022-01-04,156118,2022-07-19
2022-01-03,139548,2022-07-19
2022-01-02,56593,2022-07-19
2022-01-01,32828,2022-07-19
2021-12-31,54633,2022-07-19
2021-12-30,85896,2022-07-19
2021-12-29,88365,2022-07-19
2021-12-28,89071,2022-07-19
2021-12-27,75823,2022-07-19
2021-12-26,36144,2022-07-19
2021-12-25,14978,2022-07-19
