test_date,new_positive,issue_date
2022-05-12,0,2022-05-13
2022-05-11,106,2022-05-13
2022-05-10,2307,2022-05-13
2022-05-09,6945,2022-05-13
2022-05-08,3871,2022-05-13
2022-05-07,4859,2022-05-13
2022-05-06,7738,2022-05-13
2022-05-05,8517,2022-05-13
2022-05-04,9139,2022-05-13
2022-05-03,9150,2022-05-13
2022-05-02,9622,2022-05-13
2022-05-01,4673,2022-05-13
2022-04-30,4562,2022-05-13
2022-04-29,6332,2022-05-13
2022-04-28,6804,2022-05-13
2022-04-27,7228,2022-05-13
2022-04-26,7357,2022-05-13
2022-04-25,7715,2022-05-13
2022-04-24,3532,2022-05-13
2022-04-23,3557,2022-05-13
2022-04-22,5071,2022-05-13
2022-04-21,5400,2022-05-13
2022-04-20,5573,2022-05-13
2022-04-19,5785,2022-05-13
2022-04-18,6196,2022-05-13
2022-04-17,2312,2022-05-13
2022-04-16,2640,2022-05-13
2022-04-15,3599,2022-05-13
2022-04-14,3690,2022-05-13
2022-04-13,3963,2022-05-13
2022-04-12,4057,2022-05-13
2022-04-11,4386,2022-05-13
2022-04-10,2189,2022-05-13
2022-04-09,2043,2022-05-13
2022-04-08,2923,2022-05-13
2022-04-07,3053,2022-05-13
2022-04-06,3384,2022-05-13
2022-04-05,3328,2022-05-13
2022-04-04,3770,2022-05-13
2022-04-03,1728,2022-05-13
2022-04-02,1712,2022-05-13
2022-04-01,2635,2022-05-13
2022-03-31,2430,2022-05-13
2022-03-30,2645,2022-05-13
2022-03-29,2736,2022-05-13
2022-03-28,2877,2022-05-13
2022-03-27,1556,2022-05-13
2022-03-26,1460,2022-05-13
2022-03-25,2008,2022-05-13
2022-03-24,2285,2022-05-13
2022-03-23,2249,2022-05-13
2022-03-22,3036,2022-05-13
2022-03-21,2721,2022-05-13
2022-03-20,1306,2022-05-13
2022-03-19,1242,2022-05-13
2022-03-18,1992,2022-05-13
2022-03-17,2301,2022-05-13
2022-03-16,2455,2022-05-13
2022-03-15,2628,2022-05-13
2022-03-14,2896,2022-05-13
2022-03-13,1269,2022-05-13
2022-03-12,1480,2022-05-13
2022-03-11,2291,2022-05-13
2022-03-10,2531,2022-05-13
2022-03-09,2998,2022-05-13
2022-03-08,3296,2022-05-13
2022-03-07,3867,2022-05-13
2022-03-06,1794,2022-05-13
2022-03-05,2050,2022-05-13
2022-03-04,3101,2022-05-13
2022-03-03,3565,2022-05-13
2022-03-02,3954,2022-05-13
2022-03-01,4653,2022-05-13
2022-02-28,5209,2022-05-13
2022-02-27,2370,2022-05-13
2022-02-26,2685,2022-05-13
2022-02-25,4780,2022-05-13
2022-02-24,5145,2022-05-13
2022-02-23,5578,2022-05-13
2022-02-22,7131,2022-05-13
2022-02-21,5325,2022-05-13
2022-02-20,3592,2022-05-13
2022-02-19,4182,2022-05-13
2022-02-18,7038,2022-05-13
2022-02-17,8078,2022-05-13
2022-02-16,9328,2022-05-13
2022-02-15,10778,2022-05-13
2022-02-14,12753,2022-05-13
2022-02-13,5511,2022-05-13
2022-02-12,7053,2022-05-13
2022-02-11,12789,2022-05-13
2022-02-10,14080,2022-05-13
2022-02-09,16080,2022-05-13
2022-02-08,17782,2022-05-13
2022-02-07,22281,2022-05-13
2022-02-06,9761,2022-05-13
2022-02-05,11641,2022-05-13
2022-02-04,21635,2022-05-13
2022-02-03,23790,2022-05-13
2022-02-02,27162,2022-05-13
2022-02-01,32559,2022-05-13
2022-01-31,38517,2022-05-13
2022-01-30,15452,2022-05-13
2022-01-29,20890,2022-05-13
2022-01-28,38733,2022-05-13
2022-01-27,44193,2022-05-13
2022-01-26,51834,2022-05-13
2022-01-25,60006,2022-05-13
2022-01-24,70426,2022-05-13
2022-01-23,28258,2022-05-13
2022-01-22,39804,2022-05-13
2022-01-21,77166,2022-05-13
2022-01-20,89675,2022-05-13
2022-01-19,100806,2022-05-13
2022-01-18,119374,2022-05-13
2022-01-17,81075,2022-05-13
2022-01-16,40135,2022-05-13
2022-01-15,58253,2022-05-13
2022-01-14,103731,2022-05-13
2022-01-13,113873,2022-05-13
2022-01-12,125922,2022-05-13
2022-01-11,134409,2022-05-13
2022-01-10,140677,2022-05-13
2022-01-09,55628,2022-05-13
2022-01-08,76520,2022-05-13
2022-01-07,134331,2022-05-13
