test_date,new_positive,issue_date
2022-05-02,0,2022-05-03
2022-05-01,454,2022-05-03
2022-04-30,2090,2022-05-03
2022-04-29,5067,2022-05-03
2022-04-28,5895,2022-05-03
2022-04-27,6402,2022-05-03
2022-04-26,6708,2022-05-03
2022-04-25,7119,2022-05-03
2022-04-24,3119,2022-05-03
2022-04-23,3270,2022-05-03
2022-04-22,4854,2022-05-03
2022-04-21,5216,2022-05-03
2022-04-20,5435,2022-05-03
2022-04-19,5687,2022-05-03
2022-04-18,6104,2022-05-03
2022-04-17,2226,2022-05-03
2022-04-16,2593,2022-05-03
2022-04-15,3553,2022-05-03
2022-04-14,3648,2022-05-03
2022-04-13,3931,2022-05-03
2022-04-12,4043,2022-05-03
2022-04-11,4295,2022-05-03
2022-04-10,2138,2022-05-03
2022-04-09,2008,2022-05-03
2022-04-08,2878,2022-05-03
2022-04-07,3005,2022-05-03
2022-04-06,3347,2022-05-03
2022-04-05,3285,2022-05-03
2022-04-04,3731,2022-05-03
2022-04-03,1694,2022-05-03
2022-04-02,1636,2022-05-03
2022-04-01,2564,2022-05-03
2022-03-31,2403,2022-05-03
2022-03-30,2608,2022-05-03
2022-03-29,2709,2022-05-03
2022-03-28,2840,2022-05-03
2022-03-27,1518,2022-05-03
2022-03-26,1440,2022-05-03
2022-03-25,1981,2022-05-03
2022-03-24,2300,2022-05-03
2022-03-23,2245,2022-05-03
2022-03-22,3038,2022-05-03
2022-03-21,2716,2022-05-03
2022-03-20,1289,2022-05-03
2022-03-19,1242,2022-05-03
2022-03-18,1976,2022-05-03
2022-03-17,2294,2022-05-03
2022-03-16,2443,2022-05-03
2022-03-15,2608,2022-05-03
2022-03-14,2878,2022-05-03
2022-03-13,1266,2022-05-03
2022-03-12,1478,2022-05-03
2022-03-11,2291,2022-05-03
2022-03-10,2524,2022-05-03
2022-03-09,2998,2022-05-03
2022-03-08,3297,2022-05-03
2022-03-07,3866,2022-05-03
2022-03-06,1794,2022-05-03
2022-03-05,2050,2022-05-03
2022-03-04,3101,2022-05-03
2022-03-03,3561,2022-05-03
2022-03-02,3955,2022-05-03
2022-03-01,4651,2022-05-03
2022-02-28,5207,2022-05-03
2022-02-27,2367,2022-05-03
2022-02-26,2684,2022-05-03
2022-02-25,4774,2022-05-03
2022-02-24,5139,2022-05-03
2022-02-23,5577,2022-05-03
2022-02-22,7136,2022-05-03
2022-02-21,5320,2022-05-03
2022-02-20,3589,2022-05-03
2022-02-19,4175,2022-05-03
2022-02-18,7038,2022-05-03
2022-02-17,8079,2022-05-03
2022-02-16,9335,2022-05-03
2022-02-15,10777,2022-05-03
2022-02-14,12756,2022-05-03
2022-02-13,5514,2022-05-03
2022-02-12,7062,2022-05-03
2022-02-11,12798,2022-05-03
2022-02-10,14075,2022-05-03
2022-02-09,16062,2022-05-03
2022-02-08,17791,2022-05-03
2022-02-07,22297,2022-05-03
2022-02-06,9771,2022-05-03
2022-02-05,11654,2022-05-03
2022-02-04,21675,2022-05-03
2022-02-03,23797,2022-05-03
2022-02-02,27171,2022-05-03
2022-02-01,32572,2022-05-03
2022-01-31,38520,2022-05-03
2022-01-30,15462,2022-05-03
2022-01-29,20904,2022-05-03
2022-01-28,38727,2022-05-03
2022-01-27,44176,2022-05-03
2022-01-26,51831,2022-05-03
2022-01-25,60010,2022-05-03
2022-01-24,70440,2022-05-03
2022-01-23,28271,2022-05-03
2022-01-22,39789,2022-05-03
2022-01-21,77149,2022-05-03
2022-01-20,89647,2022-05-03
2022-01-19,100789,2022-05-03
2022-01-18,119403,2022-05-03
2022-01-17,81114,2022-05-03
2022-01-16,40161,2022-05-03
2022-01-15,58278,2022-05-03
2022-01-14,103769,2022-05-03
2022-01-13,113883,2022-05-03
2022-01-12,125961,2022-05-03
2022-01-11,134438,2022-05-03
2022-01-10,140716,2022-05-03
2022-01-09,55648,2022-05-03
2022-01-08,76515,2022-05-03
2022-01-07,134348,2022-05-03
2022-01-06,142589,2022-05-03
2022-01-05,154266,2022-05-03
2022-01-04,156044,2022-05-03
2022-01-03,139417,2022-05-03
2022-01-02,56380,2022-05-03
2022-01-01,32622,2022-05-03
2021-12-31,54492,2022-05-03
2021-12-30,85717,2022-05-03
2021-12-29,88279,2022-05-03
2021-12-28,88874,2022-05-03
2021-12-27,75588,2022-05-03
2021-12-26,35980,2022-05-03
2021-12-25,14854,2022-05-03
2021-12-24,22225,2022-05-03
2021-12-23,32442,2022-05-03
2021-12-22,31796,2022-05-03
2021-12-21,27222,2022-05-03
2021-12-20,23199,2022-05-03
2021-12-19,10795,2022-05-03
2021-12-18,9766,2022-05-03
2021-12-17,11166,2022-05-03
2021-12-16,10258,2022-05-03
2021-12-15,10160,2022-05-03
2021-12-14,8425,2022-05-03
2021-12-13,8970,2022-05-03
2021-12-12,4424,2022-05-03
2021-12-11,4256,2022-05-03
2021-12-10,5831,2022-05-03
2021-12-09,5839,2022-05-03
2021-12-08,6556,2022-05-03
2021-12-07,6620,2022-05-03
2021-12-06,7496,2022-05-03
2021-12-05,3920,2022-05-03
2021-12-04,4209,2022-05-03
2021-12-03,6213,2022-05-03
2021-12-02,6371,2022-05-03
2021-12-01,7572,2022-05-03
2021-11-30,7151,2022-05-03
2021-11-29,8355,2022-05-03
2021-11-28,4459,2022-05-03
2021-11-27,4279,2022-05-03
2021-11-26,4386,2022-05-03
2021-11-25,2318,2022-05-03
2021-11-24,4704,2022-05-03
2021-11-23,4861,2022-05-03
2021-11-22,5274,2022-05-03
2021-11-21,2975,2022-05-03
2021-11-20,3303,2022-05-03
2021-11-19,4625,2022-05-03
2021-11-18,4712,2022-05-03
2021-11-17,5178,2022-05-03
2021-11-16,5428,2022-05-03
2021-11-15,6440,2022-05-03
2021-11-14,3269,2022-05-03
2021-11-13,3463,2022-05-03
2021-11-12,5110,2022-05-03
2021-11-11,4338,2022-05-03
2021-11-10,5643,2022-05-03
2021-11-09,5903,2022-05-03
2021-11-08,6674,2022-05-03
2021-11-07,3482,2022-05-03
2021-11-06,3690,2022-05-03
2021-11-05,5545,2022-05-03
2021-11-04,6038,2022-05-03
2021-11-03,6437,2022-05-03
2021-11-02,6548,2022-05-03
2021-11-01,7441,2022-05-03
2021-10-31,3522,2022-05-03
