test_date,new_positive,issue_date
2022-06-27,0,2022-06-28
2022-06-26,1390,2022-06-28
2022-06-25,5470,2022-06-28
2022-06-24,12974,2022-06-28
2022-06-23,14730,2022-06-28
2022-06-22,15745,2022-06-28
2022-06-21,18209,2022-06-28
2022-06-20,17057,2022-06-28
2022-06-19,8354,2022-06-28
2022-06-18,9617,2022-06-28
2022-06-17,14254,2022-06-28
2022-06-16,14904,2022-06-28
2022-06-15,16054,2022-06-28
2022-06-14,16689,2022-06-28
2022-06-13,18305,2022-06-28
2022-06-12,8594,2022-06-28
2022-06-11,9602,2022-06-28
2022-06-10,15219,2022-06-28
2022-06-09,15651,2022-06-28
2022-06-08,17505,2022-06-28
2022-06-07,18587,2022-06-28
2022-06-06,20694,2022-06-28
2022-06-05,9463,2022-06-28
2022-06-04,10488,2022-06-28
2022-06-03,16171,2022-06-28
2022-06-02,17844,2022-06-28
2022-06-01,20456,2022-06-28
2022-05-31,23731,2022-06-28
2022-05-30,8559,2022-06-28
2022-05-29,7815,2022-06-28
2022-05-28,8812,2022-06-28
2022-05-27,14123,2022-06-28
2022-05-26,15441,2022-06-28
2022-05-25,17049,2022-06-28
2022-05-24,18077,2022-06-28
2022-05-23,19358,2022-06-28
2022-05-22,8657,2022-06-28
2022-05-21,8943,2022-06-28
2022-05-20,13883,2022-06-28
2022-05-19,14538,2022-06-28
2022-05-18,15673,2022-06-28
2022-05-17,16121,2022-06-28
2022-05-16,17250,2022-06-28
2022-05-15,7859,2022-06-28
2022-05-14,7989,2022-06-28
2022-05-13,11409,2022-06-28
2022-05-12,11479,2022-06-28
2022-05-11,11917,2022-06-28
2022-05-10,11975,2022-06-28
2022-05-09,12810,2022-06-28
2022-05-08,6081,2022-06-28
2022-05-07,6295,2022-06-28
2022-05-06,8908,2022-06-28
2022-05-05,9334,2022-06-28
2022-05-04,9783,2022-06-28
2022-05-03,9918,2022-06-28
2022-05-02,10359,2022-06-28
2022-05-01,5195,2022-06-28
2022-04-30,4796,2022-06-28
2022-04-29,6498,2022-06-28
2022-04-28,6988,2022-06-28
2022-04-27,7394,2022-06-28
2022-04-26,7496,2022-06-28
2022-04-25,7810,2022-06-28
2022-04-24,3601,2022-06-28
2022-04-23,3605,2022-06-28
2022-04-22,5105,2022-06-28
2022-04-21,5465,2022-06-28
2022-04-20,5620,2022-06-28
2022-04-19,5856,2022-06-28
2022-04-18,6262,2022-06-28
2022-04-17,2370,2022-06-28
2022-04-16,2676,2022-06-28
2022-04-15,3620,2022-06-28
2022-04-14,3718,2022-06-28
2022-04-13,3972,2022-06-28
2022-04-12,4074,2022-06-28
2022-04-11,4441,2022-06-28
2022-04-10,2218,2022-06-28
2022-04-09,2061,2022-06-28
2022-04-08,2958,2022-06-28
2022-04-07,3054,2022-06-28
2022-04-06,3396,2022-06-28
2022-04-05,3344,2022-06-28
2022-04-04,3796,2022-06-28
2022-04-03,1755,2022-06-28
2022-04-02,1722,2022-06-28
2022-04-01,2630,2022-06-28
2022-03-31,2445,2022-06-28
2022-03-30,2633,2022-06-28
2022-03-29,2706,2022-06-28
2022-03-28,2864,2022-06-28
2022-03-27,1560,2022-06-28
2022-03-26,1435,2022-06-28
2022-03-25,1992,2022-06-28
2022-03-24,2285,2022-06-28
2022-03-23,2251,2022-06-28
2022-03-22,3008,2022-06-28
2022-03-21,2690,2022-06-28
2022-03-20,1307,2022-06-28
2022-03-19,1242,2022-06-28
2022-03-18,2002,2022-06-28
2022-03-17,2296,2022-06-28
2022-03-16,2453,2022-06-28
2022-03-15,2622,2022-06-28
2022-03-14,2873,2022-06-28
2022-03-13,1274,2022-06-28
2022-03-12,1487,2022-06-28
2022-03-11,2277,2022-06-28
2022-03-10,2535,2022-06-28
2022-03-09,2987,2022-06-28
2022-03-08,3285,2022-06-28
2022-03-07,3839,2022-06-28
2022-03-06,1797,2022-06-28
2022-03-05,2100,2022-06-28
2022-03-04,3088,2022-06-28
2022-03-03,3544,2022-06-28
2022-03-02,3923,2022-06-28
2022-03-01,4639,2022-06-28
2022-02-28,5171,2022-06-28
2022-02-27,2381,2022-06-28
2022-02-26,2669,2022-06-28
2022-02-25,4744,2022-06-28
2022-02-24,5120,2022-06-28
2022-02-23,5549,2022-06-28
