test_date,new_positive,issue_date
2022-06-02,0,2022-06-03
2022-06-01,1825,2022-06-03
2022-05-31,11582,2022-06-03
2022-05-30,5510,2022-06-03
2022-05-29,5817,2022-06-03
2022-05-28,7397,2022-06-03
2022-05-27,13282,2022-06-03
2022-05-26,14827,2022-06-03
2022-05-25,16316,2022-06-03
2022-05-24,17237,2022-06-03
2022-05-23,18712,2022-06-03
2022-05-22,8069,2022-06-03
2022-05-21,8527,2022-06-03
2022-05-20,13575,2022-06-03
2022-05-19,14220,2022-06-03
2022-05-18,15450,2022-06-03
2022-05-17,15973,2022-06-03
2022-05-16,17190,2022-06-03
2022-05-15,7668,2022-06-03
2022-05-14,7795,2022-06-03
2022-05-13,11262,2022-06-03
2022-05-12,11376,2022-06-03
2022-05-11,11779,2022-06-03
2022-05-10,11819,2022-06-03
2022-05-09,12700,2022-06-03
2022-05-08,5963,2022-06-03
2022-05-07,6242,2022-06-03
2022-05-06,8814,2022-06-03
2022-05-05,9232,2022-06-03
2022-05-04,9698,2022-06-03
2022-05-03,9805,2022-06-03
2022-05-02,10226,2022-06-03
2022-05-01,5055,2022-06-03
2022-04-30,4772,2022-06-03
2022-04-29,6482,2022-06-03
2022-04-28,6961,2022-06-03
2022-04-27,7334,2022-06-03
2022-04-26,7472,2022-06-03
2022-04-25,7794,2022-06-03
2022-04-24,3563,2022-06-03
2022-04-23,3583,2022-06-03
2022-04-22,5124,2022-06-03
2022-04-21,5423,2022-06-03
2022-04-20,5583,2022-06-03
2022-04-19,5831,2022-06-03
2022-04-18,6242,2022-06-03
2022-04-17,2323,2022-06-03
2022-04-16,2661,2022-06-03
2022-04-15,3631,2022-06-03
2022-04-14,3704,2022-06-03
2022-04-13,3967,2022-06-03
2022-04-12,4074,2022-06-03
2022-04-11,4403,2022-06-03
2022-04-10,2196,2022-06-03
2022-04-09,2046,2022-06-03
2022-04-08,2940,2022-06-03
2022-04-07,3055,2022-06-03
2022-04-06,3404,2022-06-03
2022-04-05,3355,2022-06-03
2022-04-04,3797,2022-06-03
2022-04-03,1734,2022-06-03
2022-04-02,1714,2022-06-03
2022-04-01,2640,2022-06-03
2022-03-31,2440,2022-06-03
2022-03-30,2634,2022-06-03
2022-03-29,2727,2022-06-03
2022-03-28,2866,2022-06-03
2022-03-27,1539,2022-06-03
2022-03-26,1444,2022-06-03
2022-03-25,1998,2022-06-03
2022-03-24,2286,2022-06-03
2022-03-23,2247,2022-06-03
2022-03-22,3030,2022-06-03
2022-03-21,2715,2022-06-03
2022-03-20,1301,2022-06-03
2022-03-19,1238,2022-06-03
2022-03-18,1990,2022-06-03
2022-03-17,2305,2022-06-03
2022-03-16,2456,2022-06-03
2022-03-15,2631,2022-06-03
2022-03-14,2890,2022-06-03
2022-03-13,1270,2022-06-03
2022-03-12,1489,2022-06-03
2022-03-11,2296,2022-06-03
2022-03-10,2545,2022-06-03
2022-03-09,3001,2022-06-03
2022-03-08,3309,2022-06-03
2022-03-07,3872,2022-06-03
2022-03-06,1796,2022-06-03
2022-03-05,2079,2022-06-03
2022-03-04,3098,2022-06-03
2022-03-03,3567,2022-06-03
2022-03-02,3959,2022-06-03
2022-03-01,4664,2022-06-03
2022-02-28,5216,2022-06-03
2022-02-27,2372,2022-06-03
2022-02-26,2686,2022-06-03
2022-02-25,4783,2022-06-03
2022-02-24,5161,2022-06-03
2022-02-23,5591,2022-06-03
2022-02-22,7159,2022-06-03
2022-02-21,5332,2022-06-03
2022-02-20,3595,2022-06-03
2022-02-19,4185,2022-06-03
2022-02-18,7054,2022-06-03
2022-02-17,8089,2022-06-03
2022-02-16,9320,2022-06-03
2022-02-15,10796,2022-06-03
2022-02-14,12768,2022-06-03
2022-02-13,5521,2022-06-03
2022-02-12,7057,2022-06-03
2022-02-11,12791,2022-06-03
2022-02-10,14093,2022-06-03
2022-02-09,16130,2022-06-03
2022-02-08,17809,2022-06-03
2022-02-07,22326,2022-06-03
2022-02-06,9770,2022-06-03
2022-02-05,11643,2022-06-03
2022-02-04,21646,2022-06-03
2022-02-03,23798,2022-06-03
2022-02-02,27204,2022-06-03
2022-02-01,32564,2022-06-03
2022-01-31,38576,2022-06-03
2022-01-30,15477,2022-06-03
2022-01-29,20894,2022-06-03
2022-01-28,38761,2022-06-03
2022-01-27,44233,2022-06-03
2022-01-26,51842,2022-06-03
2022-01-25,60062,2022-06-03
2022-01-24,70470,2022-06-03
