test_date,new_positive,issue_date
2022-05-19,0,2022-05-20
2022-05-18,1468,2022-05-20
2022-05-17,7788,2022-05-20
2022-05-16,14426,2022-05-20
2022-05-15,5419,2022-05-20
2022-05-14,6154,2022-05-20
2022-05-13,10043,2022-05-20
2022-05-12,10768,2022-05-20
2022-05-11,11129,2022-05-20
2022-05-10,11143,2022-05-20
2022-05-09,12067,2022-05-20
2022-05-08,5576,2022-05-20
2022-05-07,5994,2022-05-20
2022-05-06,8619,2022-05-20
2022-05-05,9036,2022-05-20
2022-05-04,9597,2022-05-20
2022-05-03,9694,2022-05-20
2022-05-02,10054,2022-05-20
2022-05-01,4982,2022-05-20
2022-04-30,4734,2022-05-20
2022-04-29,6447,2022-05-20
2022-04-28,6928,2022-05-20
2022-04-27,7292,2022-05-20
2022-04-26,7420,2022-05-20
2022-04-25,7767,2022-05-20
2022-04-24,3558,2022-05-20
2022-04-23,3573,2022-05-20
2022-04-22,5100,2022-05-20
2022-04-21,5420,2022-05-20
2022-04-20,5585,2022-05-20
2022-04-19,5841,2022-05-20
2022-04-18,6249,2022-05-20
2022-04-17,2337,2022-05-20
2022-04-16,2672,2022-05-20
2022-04-15,3665,2022-05-20
2022-04-14,3691,2022-05-20
2022-04-13,3979,2022-05-20
2022-04-12,4092,2022-05-20
2022-04-11,4432,2022-05-20
2022-04-10,2195,2022-05-20
2022-04-09,2042,2022-05-20
2022-04-08,2957,2022-05-20
2022-04-07,3068,2022-05-20
2022-04-06,3430,2022-05-20
2022-04-05,3358,2022-05-20
2022-04-04,3841,2022-05-20
2022-04-03,1730,2022-05-20
2022-04-02,1713,2022-05-20
2022-04-01,2637,2022-05-20
2022-03-31,2436,2022-05-20
2022-03-30,2637,2022-05-20
2022-03-29,2726,2022-05-20
2022-03-28,2867,2022-05-20
2022-03-27,1542,2022-05-20
2022-03-26,1446,2022-05-20
2022-03-25,1999,2022-05-20
2022-03-24,2281,2022-05-20
2022-03-23,2247,2022-05-20
2022-03-22,3032,2022-05-20
2022-03-21,2717,2022-05-20
2022-03-20,1299,2022-05-20
2022-03-19,1239,2022-05-20
2022-03-18,1989,2022-05-20
