location,forecast_date,target,target_end_date,type,quantile,value
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.01,2006.273525263258
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.025,2048.474741423316
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.05,2094.6406990372498
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.1,2142.446864862258
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.15,2179.8468446719935
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.2,2206.930733046791
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.25,2229.381318605538
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.3,2254.2566642050015
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.35,2273.055581230255
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.4,2297.194033484508
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.45,2316.100843515955
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.5,2335.295581101433
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.55,2352.8363927055666
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.6,2373.7824817455503
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.65,2398.429618543091
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.7,2423.6136030466087
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.75,2445.526090788385
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.8,2477.6743406270043
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.85,2506.48882610472
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.9,2546.7429215685556
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.95,2622.2400940153057
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.975,2678.4648565591087
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.99,2732.9836379278718
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.01,2089.9969180488806
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.025,2151.9861934017686
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.05,2204.3507321697743
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.1,2279.2746360436086
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.15,2312.1497496840875
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.2,2339.4393542354546
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.25,2366.6730005349614
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.3,2387.6212354431086
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.35,2408.896775249158
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.4,2435.043689588983
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.45,2456.0415006579856
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.5,2477.4308001706413
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.55,2503.7068659285524
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.6,2527.620417840309
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.65,2549.4985259139
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.7,2571.1485749108474
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.75,2592.366913348371
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.8,2624.7057787614194
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.85,2660.51289233823
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.9,2714.504763886409
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.95,2783.616814662166
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.975,2864.850564420126
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.99,2932.9574721186755
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.01,2196.051928499278
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.025,2249.3990950104935
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.05,2317.6586087006176
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.1,2386.9811510298164
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.15,2438.8686008384598
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.2,2475.4212723386304
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.25,2506.533757921243
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.3,2535.2993007858613
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.35,2555.602929239966
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.4,2584.8178490368077
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.45,2602.4283066053604
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.5,2624.670038375683
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.55,2649.7058983632555
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.6,2670.7297819177325
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.65,2697.3751193403314
06,2020-12-14,3 day ahead inc hosp,2020-12-17,quantile,0.7,2725.445454675982
