location,forecast_date,target,target_end_date,type,quantile,value
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.01,2131.819437728824
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.025,2174.108302480555
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.05,2208.9686219509013
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.1,2253.1749102698986
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.15,2287.1271600732466
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.2,2302.7615580272777
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.25,2327.8430194255297
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.3,2346.22772800174
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.35,2366.8434434000087
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.4,2388.606302235443
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.45,2404.421503288476
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.5,2426.712739380288
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.55,2445.457904369592
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.6,2467.3336846530747
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.65,2485.860685222998
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.7,2510.8343299777894
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.75,2530.7168790398587
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.8,2553.70015442997
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.85,2590.52425938048
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.9,2618.453205610301
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.95,2684.208135548183
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.975,2726.2159548512227
06,2020-12-14,1 day ahead inc hosp,2020-12-15,quantile,0.99,2775.0476038632078
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.01,2270.434107718221
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.025,2338.3810231898924
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.05,2382.004211258782
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.1,2428.8528935458944
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.15,2458.0915544991026
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.2,2495.1763623639245
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.25,2522.4592889714413
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.3,2541.4023291042263
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.35,2565.651125805908
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.4,2587.5472007508056
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.45,2605.616576086652
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.5,2626.880193912608
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.55,2643.278264881933
06,2020-12-14,2 day ahead inc hosp,2020-12-16,quantile,0.6,2662.3957602588707
