location,forecast_date,target,target_end_date,type,quantile,value
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.01,47.34689427375203
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.025,50.82423852824903
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.05,52.2607829211267
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.1,54.61995129347737
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.15,57.289476535428854
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.2,59.01520427301209
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.25,60.71791038252469
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.3,61.981599341032634
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.35,63.43262857897235
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.4,64.73789982722484
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.45,66.15065786453896
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.5,67.75984580340179
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.55,69.14180994823607
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.6,70.88670682551415
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.65,72.56450557664802
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.7,74.09203349889117
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.75,75.65942681895716
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.8,78.04903294147188
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.85,80.50457780249879
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.9,83.72754745934321
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.95,88.83193919082977
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.975,94.18595252720628
25,2021-05-03,1 day ahead inc hosp,2021-05-04,quantile,0.99,100.79031851696372
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.01,44.19983180255118
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.025,48.505319723329286
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.05,51.368628466376926
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.1,54.85053310091728
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.15,57.54256699737282
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.2,59.705203686643785
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.25,61.22975860580178
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.3,62.84827890453535
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.35,64.55657239649948
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.4,65.92683579784281
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.45,67.03917713707645
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.5,68.59800357122758
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.55,69.9788126990543
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.6,71.47893872305015
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.65,72.89320688499254
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.7,74.48926458001068
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.75,76.75101690172805
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.8,78.92510035584525
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.85,81.88300419697492
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.9,85.21848734674296
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.95,90.61722934313792
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.975,94.28102839828317
25,2021-05-03,2 day ahead inc hosp,2021-05-05,quantile,0.99,98.37176283546253
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.01,43.368001965446766
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.025,46.608903022125986
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.05,49.31743399767109
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.1,53.25285953999677
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.15,57.059916682344145
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.2,59.192987728598645
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.25,61.20094809863801
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.3,62.874646706213944
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.35,64.91765757904481
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.4,66.32740846911496
25,2021-05-03,3 day ahead inc hosp,2021-05-06,quantile,0.45,67.55324312748394
